Date,AvgSpeed,Cool,Depart,DewPoint,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Sunrise,Sunset,Tavg,Tmax,Tmin,WetBulb,lowvis,n_codesum,rain,Year,Month,Week,DayOfWeek
2010-10-17,5.35,0.0,4.0,37.0,9.0,0.0,2.0,3.6500000000000004,30.08,29.380000000000003,606.0,1707.0,56.0,64.5,47.5,46.5,0.0,0.0,0.0,2010,10,41,6
2010-10-18,5.9,0.0,1.5,40.5,12.5,0.0,4.5,4.55,30.02,29.32,607.0,1706.0,52.5,60.5,44.0,47.0,0.0,0.0,0.0,2010,10,42,0
2010-10-19,6.800000000000001,0.0,-0.5,35.0,14.5,0.0,27.5,5.699999999999999,29.98,29.259999999999998,608.0,1704.0,50.5,60.5,39.5,43.5,0.0,0.0,0.0,2010,10,42,1
2010-10-20,12.149999999999999,0.0,7.5,35.0,7.5,0.01,26.0,10.05,29.765,29.060000000000002,610.0,1703.0,57.5,70.0,45.0,46.0,0.0,0.0,0.0,2010,10,42,2
2010-10-21,9.4,0.0,-2.0,29.5,17.0,0.0,30.0,8.95,29.96,29.28,611.0,1701.0,48.0,56.0,39.5,40.0,0.0,0.0,0.0,2010,10,42,3
2010-10-22,5.8,0.0,0.0,30.0,15.0,0.015,21.0,5.35,30.075,29.375,612.0,1660.0,50.0,64.5,35.0,42.0,0.0,0.0,0.0,2010,10,42,4
2010-10-23,10.850000000000001,0.0,11.5,45.0,4.5,0.155,20.5,9.9,29.945,29.23,613.0,1658.0,60.5,66.0,54.0,52.5,1.0,2.0,1.0,2010,10,42,5
2010-10-24,9.05,0.0,15.0,52.0,1.0,0.53,20.5,8.05,29.74,29.015,614.0,1657.0,64.0,72.5,55.5,57.0,0.5,1.0,0.5,2010,10,42,6
2010-10-25,11.55,0.0,16.5,56.0,0.5,0.005,19.0,10.85,29.5,28.77,616.0,1656.0,64.5,72.0,56.5,60.0,1.0,1.0,0.0,2010,10,43,0
2010-10-26,23.85,0.0,14.5,47.0,2.5,0.32,21.0,21.65,29.240000000000002,28.59,617.0,1654.0,62.5,70.5,54.0,53.5,1.0,2.0,1.0,2010,10,43,1
2010-10-27,22.65,0.0,6.0,31.5,11.0,0.0,24.5,21.3,29.595,28.96,618.0,1653.0,54.0,65.0,43.0,44.5,0.0,0.0,0.0,2010,10,43,2
2010-10-28,14.649999999999999,0.0,-4.0,30.5,22.0,0.005,28.0,14.3,30.11,29.46,619.0,1651.0,43.0,46.0,39.0,38.0,0.0,0.0,0.0,2010,10,43,3
2010-10-29,7.95,0.0,-5.5,26.5,23.5,0.0,24.0,5.75,30.244999999999997,29.515,620.0,1650.0,41.5,50.0,32.0,36.0,0.0,0.0,0.0,2010,10,43,4
2010-10-30,13.3,0.0,6.5,32.0,12.5,0.0,24.5,6.3,29.89,29.175,622.0,1649.0,52.5,63.0,41.5,42.0,0.0,0.0,0.0,2010,10,43,5
2010-10-31,8.4,0.0,-1.0,30.5,20.0,0.0,2.0,7.4,30.2,29.52,623.0,1647.0,45.0,52.0,37.5,39.0,0.0,0.0,0.0,2010,10,43,6
2011-05-01,11.75,0.0,3.5,37.0,8.5,0.0,26.0,11.3,29.945,29.29,448.0,1849.0,56.5,63.5,49.5,47.5,0.0,0.0,0.0,2011,5,17,6
2011-05-02,9.9,0.0,-2.5,31.0,13.5,0.0,36.0,4.949999999999999,30.165,29.490000000000002,447.0,1850.0,51.5,59.5,42.5,42.0,0.0,0.0,0.0,2011,5,18,0
2011-05-03,8.149999999999999,0.0,-9.5,30.5,20.5,0.01,2.5,7.449999999999999,30.23,29.53,446.0,1851.0,44.5,50.5,37.5,38.0,0.0,1.0,1.0,2011,5,18,1
2011-05-04,7.449999999999999,0.0,-6.5,29.0,17.5,0.0,3.0,4.75,30.37,29.665,444.0,1852.0,47.5,58.0,37.0,40.0,0.0,0.0,0.0,2011,5,18,2
2011-05-05,11.2,0.0,-4.5,39.5,14.5,0.08,19.5,10.65,30.125,29.365,443.0,1853.0,50.5,62.5,38.0,46.0,0.5,1.5,1.0,2011,5,18,3
2011-05-06,8.55,0.0,1.5,39.0,8.5,0.005,27.5,7.35,29.87,29.145,442.0,1855.0,56.5,68.5,44.5,48.5,0.5,1.0,0.5,2011,5,18,4
2011-05-07,7.4,0.0,-2.5,45.0,12.5,0.01,5.0,5.199999999999999,29.845,29.155,441.0,1856.0,52.5,60.0,44.5,49.0,0.0,0.0,0.0,2011,5,18,5
2011-05-08,7.5,0.0,-1.0,43.5,10.0,0.0,6.0,6.75,29.975,29.299999999999997,439.0,1857.0,55.0,68.0,41.5,49.5,0.0,0.0,0.0,2011,5,18,6
2011-05-09,15.149999999999999,0.0,5.5,45.5,3.5,0.01,11.5,14.8,29.89,29.18,438.0,1858.0,61.5,73.5,49.0,54.0,0.0,0.5,0.5,2011,5,19,0
2011-05-10,8.6,12.0,21.0,60.5,0.0,0.0,15.5,6.75,29.715,29.03,437.0,1859.0,77.0,90.5,63.0,66.0,0.5,0.5,0.0,2011,5,19,1
2011-05-11,6.5,11.5,19.5,65.5,0.0,0.20500000000000002,14.0,3.95,29.79,29.130000000000003,436.0,1860.0,76.5,87.5,65.0,68.5,1.0,2.5,0.5,2011,5,19,2
2011-05-12,7.75,8.5,16.5,62.0,0.0,0.155,19.0,4.949999999999999,29.785,29.104999999999997,435.0,1901.0,73.5,86.5,60.5,66.0,1.0,2.5,1.0,2011,5,19,3
2011-05-13,11.25,0.0,4.0,54.0,3.0,0.015,2.0,10.3,29.72,29.035,434.0,1902.0,62.0,77.0,47.0,56.5,0.5,1.0,0.5,2011,5,19,4
2011-05-14,17.049999999999997,0.0,-9.0,46.5,16.0,0.37,1.5,16.85,29.725,29.03,433.0,1903.0,49.0,52.0,45.5,47.5,1.0,2.5,1.0,2011,5,19,5
2011-05-15,20.15,0.0,-13.5,37.0,20.5,0.33999999999999997,1.5,20.1,29.85,29.17,432.0,1904.0,44.5,47.0,41.5,41.5,1.0,2.0,1.0,2011,5,19,6
2011-05-16,14.0,0.0,-13.0,30.5,19.0,0.0,1.5,13.7,30.01,29.310000000000002,431.0,1905.0,46.0,52.5,38.5,40.0,0.0,0.0,0.0,2011,5,20,0
2011-05-17,13.149999999999999,0.0,-9.0,34.0,15.0,0.0,2.5,12.649999999999999,29.955,29.240000000000002,430.0,1906.0,50.0,60.0,40.0,43.5,0.0,0.0,0.0,2011,5,20,1
2011-05-18,7.05,0.0,-5.5,48.5,10.5,0.05,1.5,6.4,29.884999999999998,29.185000000000002,429.0,1907.0,54.5,59.0,49.5,50.0,1.0,3.0,1.0,2011,5,20,2
2011-05-19,5.4,0.0,1.5,53.0,3.5,0.0,2.0,3.3,30.0,29.325,428.0,1908.0,61.5,72.5,49.5,55.5,1.0,2.0,0.0,2011,5,20,3
2011-05-20,6.1,0.0,0.5,53.5,3.5,0.0,6.5,5.45,30.03,29.33,427.0,1909.0,61.5,72.5,50.0,56.5,1.0,1.0,0.0,2011,5,20,4
2011-05-21,8.55,0.0,2.5,59.0,1.5,0.01,15.0,7.55,29.87,29.165,426.0,1910.0,63.5,75.5,50.5,62.0,1.0,1.0,0.0,2011,5,20,5
2011-05-22,11.5,10.5,14.5,59.5,0.0,0.35,18.5,10.75,29.695,28.985,425.0,1911.0,75.5,87.5,63.0,64.5,0.5,1.0,0.5,2011,5,20,6
2011-05-23,11.9,6.5,10.5,59.0,0.0,0.01,24.5,10.65,29.615000000000002,28.950000000000003,425.0,1912.0,71.5,79.5,62.5,64.0,0.0,0.0,0.0,2011,5,21,0
2011-05-24,11.95,0.0,-4.0,47.0,7.0,0.06,3.5,11.55,29.85,29.18,424.0,1913.0,58.0,67.5,47.5,52.0,0.0,0.0,0.0,2011,5,21,1
2011-05-25,10.899999999999999,0.0,-2.5,52.5,5.5,2.0700000000000003,3.0,9.25,29.66,28.945,423.0,1914.0,59.5,71.0,48.0,54.0,1.0,2.0,1.0,2011,5,21,2
2011-05-26,18.35,0.0,-15.5,40.0,18.5,0.835,1.5,18.25,29.835,29.17,422.0,1915.0,46.5,49.5,43.0,43.0,1.0,2.0,1.0,2011,5,21,3
2011-05-27,8.35,0.0,-12.5,41.0,15.5,0.01,4.5,6.949999999999999,29.935000000000002,29.240000000000002,422.0,1916.0,49.5,58.0,41.0,46.0,0.0,1.0,1.0,2011,5,21,4
2011-05-28,6.25,0.0,-5.5,55.0,7.5,0.175,18.0,5.2,29.83,29.130000000000003,421.0,1916.0,57.5,63.0,51.5,56.0,1.0,3.0,1.0,2011,5,21,5
2011-05-29,6.15,0.0,-1.0,59.5,2.0,1.4,11.0,3.6,29.86,29.195,421.0,1917.0,63.0,71.0,54.5,60.5,1.0,4.0,1.0,2011,5,21,6
2011-05-30,12.2,10.0,11.0,65.0,0.0,0.0,19.5,11.8,29.965,29.295,420.0,1918.0,75.0,89.0,60.5,69.5,0.0,0.0,0.0,2011,5,22,0
2011-05-31,13.2,13.0,14.0,64.5,0.0,0.045,22.0,12.4,30.03,29.375,420.0,1919.0,78.0,86.5,69.0,69.0,0.0,1.0,1.0,2011,5,22,1
2011-06-01,11.0,6.5,7.5,49.0,0.0,0.0,26.5,11.1,30.16,29.475,419.0,1920.0,71.5,81.5,61.0,59.0,0.0,0.0,0.0,2011,6,22,2
2011-06-02,9.5,0.0,-1.0,44.5,2.0,0.015,6.0,8.95,30.185000000000002,29.48,419.0,1920.0,63.0,69.0,56.5,53.0,0.0,1.0,1.0,2011,6,22,3
2011-06-03,11.05,7.0,8.0,61.5,0.0,0.095,16.5,10.4,30.035,29.34,418.0,1921.0,72.0,87.5,56.0,67.0,0.0,0.5,0.5,2011,6,22,4
2011-06-04,8.3,13.5,14.5,64.0,0.0,0.33999999999999997,26.0,2.2,30.009999999999998,29.345,418.0,1922.0,78.5,91.5,65.5,68.5,0.0,0.0,0.0,2011,6,22,5
2011-06-05,5.2,8.5,8.5,55.0,0.0,0.01,7.5,2.9000000000000004,30.07,29.384999999999998,417.0,1923.0,73.5,84.5,61.5,62.0,0.0,0.0,0.0,2011,6,22,6
2011-06-06,9.149999999999999,12.5,11.5,63.5,0.0,0.0,20.0,8.15,29.884999999999998,29.185,417.0,1923.0,77.5,93.5,61.0,69.0,0.0,0.0,0.0,2011,6,23,0
2011-06-07,10.35,21.5,20.5,64.5,0.0,0.0,23.0,10.0,29.810000000000002,29.145,417.0,1924.0,86.5,96.0,76.0,72.0,0.0,0.0,0.0,2011,6,23,1
2011-06-08,12.75,16.5,15.5,63.5,0.0,0.43,23.5,10.45,29.805,29.165,417.0,1925.0,81.5,95.5,66.5,71.0,0.5,0.5,0.0,2011,6,23,2
2011-06-09,12.25,0.0,-5.5,53.0,4.5,1.55,4.0,7.5,29.990000000000002,29.310000000000002,416.0,1925.0,60.5,69.0,51.0,55.5,1.0,1.5,0.5,2011,6,23,3
2011-06-10,7.75,0.0,-6.5,56.0,4.5,0.48,2.0,6.25,29.93,29.235,416.0,1926.0,60.5,70.0,51.0,57.5,1.0,3.0,1.0,2011,6,23,4
2011-06-11,5.75,0.0,-9.0,54.0,7.0,0.065,3.5,5.050000000000001,29.945,29.265,416.0,1926.0,58.0,63.5,52.5,55.5,1.0,4.0,1.0,2011,6,23,5
2011-06-12,9.4,0.0,-10.5,45.0,7.5,0.0,2.5,8.850000000000001,30.095,29.41,416.0,1927.0,57.5,64.0,50.5,52.0,0.5,0.5,0.0,2011,6,23,6
2011-06-13,8.25,0.0,-4.5,43.0,1.5,0.0,6.0,7.75,30.11,29.415,416.0,1927.0,63.5,71.5,55.0,53.0,0.0,0.0,0.0,2011,6,24,0
2011-06-14,8.45,1.5,-1.5,49.0,0.0,0.0,9.0,7.8,30.005000000000003,29.28,416.0,1928.0,66.5,77.0,55.5,56.5,0.0,0.0,0.0,2011,6,24,1
2011-06-15,11.2,0.0,-3.5,59.0,0.5,0.8200000000000001,15.5,8.8,29.73,29.035,416.0,1928.0,64.5,71.5,57.0,61.5,1.0,2.0,1.0,2011,6,24,2
2011-06-16,8.3,6.5,2.5,59.0,0.0,0.035,27.5,6.05,29.755000000000003,29.085,416.0,1929.0,71.5,81.0,61.5,63.0,1.0,2.0,1.0,2011,6,24,3
2011-06-17,6.4,7.0,3.0,60.0,0.0,0.0,6.5,5.55,29.82,29.155,416.0,1929.0,72.0,82.0,62.0,64.5,0.0,0.0,0.0,2011,6,24,4
2011-06-18,6.4,8.0,3.0,62.0,0.0,0.0,7.0,4.55,29.810000000000002,29.130000000000003,416.0,1929.0,73.0,83.5,62.0,65.5,0.0,0.0,0.0,2011,6,24,5
2011-06-19,5.050000000000001,8.0,3.0,65.0,0.0,0.0,12.5,3.9,29.740000000000002,29.055,416.0,1930.0,73.0,82.0,64.0,68.5,0.5,0.5,0.0,2011,6,24,6
2011-06-20,8.8,8.5,3.5,67.0,0.0,0.705,16.0,7.1,29.71,29.04,416.0,1930.0,73.5,79.5,67.0,69.0,1.0,1.5,0.5,2011,6,25,0
2011-06-21,11.95,13.5,8.5,70.0,0.0,0.265,18.0,11.25,29.634999999999998,28.950000000000003,416.0,1930.0,78.5,89.0,67.5,72.5,1.0,2.5,1.0,2011,6,25,1
2011-06-22,13.4,5.0,0.0,62.5,0.0,0.02,21.0,12.75,29.59,28.92,417.0,1931.0,70.0,74.0,65.0,65.0,0.0,0.5,0.5,2011,6,25,2
2011-06-23,13.1,2.5,-2.5,59.5,0.0,0.030000000000000002,26.0,12.0,29.6,28.93,417.0,1931.0,67.5,71.5,62.5,62.5,1.0,2.0,1.0,2011,6,25,3
2011-06-24,9.149999999999999,0.0,-7.0,55.5,1.0,0.0,29.0,8.95,29.76,29.104999999999997,417.0,1931.0,64.0,68.0,60.0,59.0,0.0,0.0,0.0,2011,6,25,4
2011-06-25,5.199999999999999,4.5,-1.5,52.5,0.0,0.005,9.5,3.2,29.915,29.245,417.0,1931.0,69.5,78.5,59.5,60.0,0.0,0.5,0.5,2011,6,25,5
2011-06-26,6.95,5.5,-0.5,53.0,0.0,0.0,9.0,6.15,29.935000000000002,29.255000000000003,418.0,1931.0,70.5,80.5,60.5,60.5,0.0,0.0,0.0,2011,6,25,6
2011-06-27,10.0,8.5,2.5,63.5,0.0,0.085,21.0,6.65,29.795,29.115,418.0,1931.0,73.5,80.5,66.0,67.0,1.0,2.0,1.0,2011,6,26,0
2011-06-28,9.1,7.5,1.5,53.5,0.0,0.0,30.0,8.15,29.975,29.310000000000002,419.0,1931.0,72.5,81.0,64.0,61.0,0.0,0.0,0.0,2011,6,26,1
2011-06-29,5.65,6.0,0.0,55.5,0.0,0.0,8.0,3.8,30.049999999999997,29.380000000000003,419.0,1931.0,71.0,80.5,61.0,62.0,0.0,0.0,0.0,2011,6,26,2
2011-06-30,10.0,11.0,4.0,61.5,0.0,0.02,16.5,8.7,29.994999999999997,29.310000000000002,419.0,1931.0,76.0,88.5,63.0,67.0,0.0,1.0,0.5,2011,6,26,3
2011-07-01,12.850000000000001,15.5,8.5,62.5,0.0,0.005,18.0,12.350000000000001,29.955,29.275,420.0,1931.0,80.5,89.0,71.0,68.0,0.0,1.0,0.5,2011,7,26,4
2011-07-02,7.9,18.0,11.0,70.5,0.0,0.0,23.5,3.5,29.945,29.28,420.0,1931.0,83.0,93.5,72.0,74.0,1.0,1.0,0.0,2011,7,26,5
2011-07-03,6.0,12.5,5.5,57.5,0.0,0.0,2.5,4.550000000000001,29.97,29.305,421.0,1931.0,77.5,85.0,69.5,65.0,0.0,0.0,0.0,2011,7,26,6
2011-07-04,4.4,12.5,5.5,54.0,0.0,0.0,6.0,3.0999999999999996,29.96,29.29,422.0,1930.0,77.5,88.5,66.5,63.5,0.0,0.5,0.0,2011,7,27,0
2011-07-05,5.9,15.0,8.0,59.5,0.0,0.0,27.0,5.050000000000001,29.950000000000003,29.28,422.0,1930.0,80.0,91.5,67.5,68.0,0.0,0.0,0.0,2011,7,27,1
2011-07-06,7.4,13.5,6.5,60.5,0.0,0.005,4.0,5.800000000000001,29.96,29.299999999999997,423.0,1930.0,78.5,86.5,70.5,67.0,0.0,0.0,0.0,2011,7,27,2
2011-07-07,6.65,8.5,1.5,54.0,0.0,0.04,7.0,5.4,29.939999999999998,29.25,423.0,1930.0,73.5,81.5,64.5,62.5,0.0,1.0,1.0,2011,7,27,3
2011-07-08,6.25,10.0,2.0,51.5,0.0,0.0,5.0,5.15,29.869999999999997,29.195,424.0,1929.0,75.0,86.0,63.0,62.5,0.0,0.0,0.0,2011,7,27,4
2011-07-09,6.2,12.5,4.5,59.0,0.0,0.0,18.5,5.300000000000001,29.91,29.240000000000002,425.0,1929.0,77.5,90.5,64.0,67.0,0.0,0.0,0.0,2011,7,27,5
2011-07-10,8.899999999999999,18.0,10.0,67.5,0.0,0.01,19.0,8.55,29.880000000000003,29.205,425.0,1929.0,83.0,91.0,74.5,72.0,1.0,1.0,0.0,2011,7,27,6
2011-07-11,8.25,15.0,7.0,70.5,0.0,0.26,24.5,5.4,29.814999999999998,29.15,426.0,1928.0,80.0,89.0,70.5,74.0,1.0,1.0,0.0,2011,7,28,0
2011-07-12,7.35,14.5,6.5,63.5,0.0,0.01,3.0,5.05,29.93,29.28,427.0,1928.0,79.5,87.5,70.5,69.0,0.0,1.0,1.0,2011,7,28,1
2011-07-13,11.55,4.5,-3.5,57.0,0.0,0.0,4.0,11.05,30.049999999999997,29.375,428.0,1927.0,69.5,74.0,64.5,62.5,0.0,0.0,0.0,2011,7,28,2
2011-07-14,8.35,7.5,-0.5,56.0,0.0,0.0,9.5,6.9,30.009999999999998,29.325000000000003,428.0,1927.0,72.5,82.0,62.0,63.0,0.0,0.0,0.0,2011,7,28,3
2011-07-15,6.75,14.0,5.0,60.0,0.0,0.005,9.5,5.800000000000001,29.97,29.299999999999997,429.0,1926.0,79.0,86.5,70.5,66.5,0.0,0.0,0.0,2011,7,28,4
2011-07-16,3.5,16.0,7.0,60.5,0.0,0.005,19.0,2.95,30.009999999999998,29.35,430.0,1925.0,81.0,89.5,72.5,68.0,0.0,0.5,0.5,2011,7,28,5
2011-07-17,6.800000000000001,18.5,9.5,69.0,0.0,0.0,22.5,6.5,30.049999999999997,29.380000000000003,431.0,1925.0,83.5,95.0,71.5,74.0,0.0,0.0,0.0,2011,7,28,6
2011-07-18,11.25,21.5,12.5,74.5,0.0,0.01,24.5,10.899999999999999,29.950000000000003,29.259999999999998,432.0,1924.0,86.5,92.5,80.5,77.5,1.0,1.5,0.5,2011,7,29,0
2011-07-19,6.4,21.0,12.0,72.5,0.0,0.0,6.5,3.85,29.875,29.200000000000003,433.0,1923.0,86.0,92.5,78.5,76.5,0.5,0.5,0.0,2011,7,29,1
2011-07-20,10.3,22.5,13.5,73.0,0.0,0.01,23.0,8.3,29.79,29.115,433.0,1923.0,87.5,99.5,75.0,77.0,0.5,1.5,0.5,2011,7,29,2
2011-07-21,9.4,24.5,15.5,71.0,0.0,0.01,27.0,5.75,29.785,29.130000000000003,434.0,1922.0,89.5,100.0,78.5,76.5,0.0,0.5,0.5,2011,7,29,3
2011-07-22,8.6,-3.5,8.5,70.0,0.0,0.845,9.5,2.75,29.869999999999997,29.205,435.0,1921.0,82.5,94.0,70.5,73.5,1.0,2.5,1.0,2011,7,29,4
2011-07-23,5.1,14.0,5.0,70.0,0.0,3.45,25.0,0.75,29.939999999999998,29.255000000000003,436.0,1920.0,79.0,87.0,70.0,73.0,1.0,2.5,1.0,2011,7,29,5
2011-07-24,6.050000000000001,15.0,6.0,69.5,0.0,0.09999999999999999,21.5,1.1,29.96,29.29,437.0,1919.0,80.0,87.0,72.0,72.5,0.5,1.5,1.0,2011,7,29,6
2011-07-25,6.3,16.5,7.5,66.5,0.0,0.005,33.5,2.75,29.9,29.225,438.0,1918.0,81.5,89.0,73.0,71.0,0.0,0.0,0.0,2011,7,30,0
2011-07-26,8.25,13.0,4.0,62.5,0.0,0.005,5.5,6.1,29.869999999999997,29.205,439.0,1918.0,78.0,84.0,71.5,68.0,0.0,0.0,0.0,2011,7,30,1
2011-07-27,9.7,15.5,6.5,66.0,0.0,0.36,16.0,6.1,29.845,29.17,440.0,1917.0,80.5,91.0,70.0,70.5,0.5,1.5,1.0,2011,7,30,2
2011-07-28,6.8,15.5,6.5,71.0,0.0,0.355,22.0,3.25,29.880000000000003,29.23,441.0,1916.0,80.5,87.5,73.5,74.0,0.5,2.0,1.0,2011,7,30,3
2011-07-29,5.75,14.5,5.5,68.0,0.0,0.53,4.0,3.9,29.97,29.310000000000002,442.0,1915.0,79.5,86.0,72.5,71.5,1.0,1.0,0.0,2011,7,30,4
2011-07-30,3.4,14.5,5.5,64.5,0.0,0.0,12.0,2.2,30.04,29.380000000000003,443.0,1914.0,79.5,91.0,67.5,70.5,0.0,0.0,0.0,2011,7,30,5
2011-07-31,5.0,15.5,6.5,69.0,0.0,0.0,24.0,4.7,30.049999999999997,29.380000000000003,444.0,1913.0,80.5,90.5,70.5,73.0,0.0,0.0,0.0,2011,7,30,6
2011-08-01,5.4,18.5,10.5,71.5,0.0,0.0,26.0,3.6500000000000004,29.979999999999997,29.305,445.0,1911.0,83.5,91.0,75.0,75.0,0.5,1.0,0.0,2011,8,31,0
2011-08-02,8.8,19.0,11.0,73.0,0.0,0.355,20.5,8.15,29.759999999999998,29.07,446.0,1910.0,84.0,93.0,74.0,76.5,0.5,1.0,0.5,2011,8,31,1
2011-08-03,9.15,14.5,6.5,66.5,0.0,0.0,1.5,8.25,29.795,29.134999999999998,447.0,1909.0,79.5,86.5,72.5,71.0,0.5,0.5,0.0,2011,8,31,2
2011-08-04,6.35,11.5,3.5,66.5,0.0,0.0,5.0,5.05,29.93,29.275,448.0,1908.0,76.5,83.0,69.0,69.5,0.0,0.0,0.0,2011,8,31,3
2011-08-05,5.75,11.5,3.5,68.0,0.0,0.01,6.0,4.6,29.92,29.235,449.0,1907.0,76.5,83.5,69.5,71.0,0.0,0.5,0.5,2011,8,31,4
2011-08-06,3.85,14.0,6.0,70.0,0.0,0.43499999999999994,4.0,1.9,29.810000000000002,29.125,450.0,1906.0,79.0,85.0,72.5,72.0,1.0,2.0,1.0,2011,8,31,5
2011-08-07,6.0,13.0,5.0,69.0,0.0,0.62,26.5,4.1,29.740000000000002,29.060000000000002,451.0,1904.0,78.0,86.5,69.0,71.5,1.0,2.0,0.5,2011,8,31,6
2011-08-08,6.0,9.5,1.5,67.0,0.0,0.45999999999999996,5.0,3.4,29.71,29.03,452.0,1903.0,74.5,80.0,68.5,69.5,1.0,2.0,1.0,2011,8,32,0
2011-08-09,11.35,8.0,0.0,61.0,0.0,0.005,27.5,10.9,29.665,29.0,453.0,1902.0,73.0,81.0,65.0,66.0,1.0,1.0,0.0,2011,8,32,1
2011-08-10,8.35,4.5,-3.5,54.0,0.0,0.0,31.0,5.85,29.83,29.17,454.0,1900.0,69.5,77.5,61.5,61.0,0.0,0.0,0.0,2011,8,32,2
2011-08-11,3.6,5.0,-3.0,54.0,0.0,0.0,23.5,2.35,29.939999999999998,29.28,455.0,1859.0,70.0,81.0,58.5,61.0,0.0,0.0,0.0,2011,8,32,3
2011-08-12,8.45,7.5,-0.5,58.0,0.0,0.0,19.0,8.25,29.935000000000002,29.25,456.0,1858.0,72.5,81.5,62.5,64.0,0.0,0.0,0.0,2011,8,32,4
2011-08-13,7.25,9.0,1.0,63.5,0.0,0.8400000000000001,25.5,4.45,29.85,29.174999999999997,457.0,1856.0,74.0,83.5,64.0,66.0,0.5,2.5,1.0,2011,8,32,5
2011-08-14,12.149999999999999,4.0,-3.0,60.0,0.0,0.01,35.5,11.05,29.939999999999998,29.265,458.0,1855.0,69.0,75.0,62.0,63.0,0.0,1.0,1.0,2011,8,32,6
2011-08-15,5.050000000000001,5.0,-2.0,55.0,0.0,0.0,3.5,2.55,29.97,29.305,459.0,1854.0,70.0,81.0,58.0,62.0,0.0,0.0,0.0,2011,8,33,0
2011-08-16,3.45,8.0,1.0,57.0,0.0,0.0,18.0,2.5999999999999996,30.020000000000003,29.35,500.0,1852.0,73.0,84.0,62.0,63.5,0.0,0.0,0.0,2011,8,33,1
2011-08-17,6.1,8.5,1.5,62.0,0.0,0.0,21.5,5.8,30.015,29.335,501.0,1851.0,73.5,83.0,63.5,67.0,0.0,0.0,0.0,2011,8,33,2
2011-08-18,5.2,12.0,5.0,61.0,0.0,0.0,5.5,2.55,29.950000000000003,29.255000000000003,502.0,1849.0,77.0,84.5,69.0,66.5,0.5,0.5,0.0,2011,8,33,3
2011-08-19,5.5,11.5,5.5,62.5,0.0,0.0,13.5,4.0,29.880000000000003,29.205,503.0,1848.0,76.5,86.5,65.5,68.0,0.0,0.0,0.0,2011,8,33,4
2011-08-20,4.15,8.5,2.5,67.0,0.0,0.75,18.5,1.65,29.91,29.25,504.0,1846.0,73.5,79.5,67.0,69.0,1.0,2.5,1.0,2011,8,33,5
2011-08-21,8.05,8.0,2.0,58.0,0.0,0.01,32.0,7.5,29.96,29.29,505.0,1845.0,73.0,80.5,65.0,63.5,0.5,1.5,1.0,2011,8,33,6
2011-08-22,3.8,6.5,0.5,59.0,0.0,0.0,17.0,1.15,30.015,29.33,506.0,1843.0,71.5,82.0,60.0,64.0,0.0,0.0,0.0,2011,8,34,0
2011-08-23,9.65,4.0,-2.0,62.5,0.0,0.525,20.0,8.75,29.86,29.14,508.0,1842.0,69.0,73.5,64.0,65.0,1.0,1.5,0.5,2011,8,34,1
2011-08-24,10.85,16.0,10.0,65.0,0.0,0.0,26.0,8.149999999999999,29.689999999999998,29.02,509.0,1840.0,81.0,91.5,69.5,70.0,0.5,0.5,0.0,2011,8,34,2
2011-08-25,7.15,8.5,3.5,59.0,0.0,0.0,19.0,3.5999999999999996,29.939999999999998,29.295,510.0,1839.0,73.5,81.5,64.5,64.0,0.0,0.0,0.0,2011,8,34,3
2011-08-26,3.3499999999999996,6.5,1.5,58.0,0.0,0.0,23.0,1.5499999999999998,29.975,29.29,511.0,1837.0,71.5,83.0,60.0,63.5,0.0,0.0,0.0,2011,8,34,4
2011-08-27,9.25,9.0,4.0,61.5,0.0,0.0,1.5,8.149999999999999,29.92,29.235,512.0,1835.0,74.0,82.0,65.5,66.0,0.0,0.0,0.0,2011,8,34,5
2011-08-28,8.55,4.0,-1.0,56.0,0.0,0.0,1.5,7.75,29.92,29.240000000000002,513.0,1834.0,69.0,77.0,61.0,61.0,0.0,0.0,0.0,2011,8,34,6
2011-08-29,3.85,4.5,-0.5,56.5,0.0,0.0,4.0,1.25,30.005000000000003,29.335,514.0,1832.0,69.5,78.5,60.0,62.0,0.0,0.0,0.0,2011,8,35,0
2011-08-30,6.55,5.5,0.5,55.0,0.0,0.03,15.0,5.6,30.025,29.354999999999997,515.0,1831.0,70.5,77.5,62.5,61.5,0.0,1.0,1.0,2011,8,35,1
2011-08-31,7.8500000000000005,11.5,7.5,64.0,0.0,0.030000000000000002,17.0,5.4,29.945,29.259999999999998,516.0,1829.0,76.5,87.5,65.0,68.5,0.0,0.5,0.5,2011,8,35,2
2011-09-01,6.1,18.0,15.0,70.5,0.0,0.0,21.0,5.5,29.9,29.23,517.0,1827.0,83.0,93.5,72.5,75.0,0.0,0.0,0.0,2011,9,35,3
2011-09-02,7.0,20.5,17.5,69.0,0.0,0.005,21.0,4.45,29.880000000000003,29.21,518.0,1826.0,85.5,93.0,77.5,74.0,0.5,0.5,0.0,2011,9,35,4
2011-09-03,5.95,14.0,11.0,67.5,0.0,0.08499999999999999,24.5,1.85,29.86,29.185000000000002,519.0,1824.0,79.0,88.0,70.0,71.0,0.5,1.5,0.5,2011,9,35,5
2011-09-04,11.5,1.5,-1.5,54.5,0.0,0.005,32.0,10.6,29.93,29.265,520.0,1822.0,66.5,73.5,59.0,60.5,0.0,0.5,0.5,2011,9,35,6
