id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,low_qual_fin_sf,gr_liv_area,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,age_at_sale,age_of_remod,baths,finished_basement_sqft,overall_qual_x_gr_liv_area,has_central_air,newly_renovated,functionality,building_type
1235,1975,902105110,70,RM,60.0,9600,1,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1432,2,1,TA,7,Typ,0,0,Detchd,1910.0,Unf,2.0,360.0,TA,Gd,Y,270,0,112,0,0,0,0,GdPrv,0,0,5,2007,WD ,132000,97,5,2.0,0.0,7160,1,0,typical,single_family
1236,2096,906223040,60,RL,75.0,9317,1,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1958,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,RFn,2.0,499.0,TA,TA,Y,202,93,0,0,0,0,0,0,0,0,7,2007,CWD,220000,13,6,3.5,497.0,13706,1,0,typical,single_family
1237,865,907252210,20,RL,0.0,11838,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,1788,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2.0,522.0,TA,TA,Y,202,151,0,0,0,0,0,0,0,0,6,2009,WD ,236500,8,8,2.0,0.0,14304,1,0,typical,single_family
1238,385,527365030,60,FV,75.0,8004,1,0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1935,3,1,TA,8,Typ,0,0,BuiltIn,2009.0,Fin,2.0,552.0,TA,TA,Y,0,150,0,0,0,0,0,0,0,0,12,2009,New,263435,0,0,3.5,544.0,15480,1,1,typical,single_family
1239,1362,903454100,50,RM,60.0,6876,1,0,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,697,1969,4,1,TA,9,Min1,1,Gd,Detchd,1938.0,Unf,2.0,400.0,TA,TA,Y,0,34,0,0,0,0,0,0,0,0,11,2008,COD,141000,70,50,2.0,0.0,11814,1,0,deducted,single_family
1240,1091,528250030,60,RL,0.0,8396,1,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1986,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,120,48,0,0,0,0,0,0,0,0,5,2008,WD ,213000,5,5,2.5,0.0,13902,1,0,typical,single_family
1241,317,916386020,20,RL,73.0,9803,1,0,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1214,2,1,Gd,6,Typ,0,0,Attchd,2010.0,RFn,2.0,520.0,TA,TA,Y,0,25,0,0,0,0,0,0,0,0,1,2010,New,179781,1,0,2.0,0.0,8498,1,1,typical,single_family
1242,1076,528186160,120,RL,48.0,6240,1,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1342,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,550.0,TA,TA,Y,0,35,0,0,0,0,0,0,0,0,6,2008,WD ,234250,2,1,3.0,846.0,10736,1,1,typical,townhouse_end_unit
1243,1573,916325080,20,RL,0.0,15498,1,0,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,TA,Y,SBrkr,0,2898,2,1,Gd,10,Typ,1,Gd,Attchd,1976.0,Fin,2.0,665.0,TA,TA,Y,0,72,174,0,0,0,0,0,0,0,5,2008,COD,287000,32,32,3.0,1565.0,23184,1,0,typical,single_family
1244,485,528275160,60,RL,0.0,12891,1,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,2004,4,1,Gd,8,Typ,1,Gd,BuiltIn,2002.0,Fin,3.0,644.0,TA,TA,Y,0,48,0,0,0,0,0,0,0,0,7,2009,WD ,257500,7,7,3.5,651.0,16032,1,0,typical,single_family
1245,2021,903234160,30,RM,60.0,6180,1,0,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,0,986,2,1,TA,5,Typ,1,Gd,Detchd,1926.0,Unf,1.0,180.0,TA,TA,Y,0,128,0,0,0,0,0,0,0,0,5,2007,WD ,102000,81,57,1.0,0.0,5916,0,0,typical,single_family
1246,2032,903451110,45,RM,57.0,7449,1,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,0,1108,3,1,Gd,6,Typ,1,Gd,Attchd,1930.0,Unf,1.0,280.0,TA,TA,N,0,0,205,0,0,0,0,GdPrv,0,0,6,2007,WD ,139400,77,57,1.0,0.0,7756,1,0,typical,single_family
1247,2604,535381060,50,RL,60.0,10410,1,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,1214,3,1,TA,6,Typ,0,0,Detchd,1998.0,Unf,3.0,936.0,TA,TA,Y,216,0,160,0,0,0,0,MnPrv,0,0,1,2006,WD ,105000,91,56,1.0,0.0,3642,1,0,typical,single_family
1248,1615,526355190,20,RL,95.0,15865,1,0,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,Rec,GasA,Ex,Y,SBrkr,0,2217,4,1,Gd,8,Typ,1,TA,Attchd,1970.0,Unf,2.0,621.0,TA,TA,Y,81,207,0,0,224,0,0,0,0,0,10,2007,WD ,268000,37,37,3.0,1174.0,17736,1,0,typical,single_family
1249,2736,905426150,80,RL,0.0,19690,1,0,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Av,Unf,Unf,GasA,TA,Y,SBrkr,0,2201,4,1,Gd,8,Typ,1,Gd,Attchd,1966.0,Unf,2.0,432.0,Gd,Gd,Y,586,236,0,0,0,738,Gd,GdPrv,0,0,8,2006,WD ,274970,40,40,2.0,0.0,13206,1,0,typical,single_family
1250,473,528228455,120,RL,43.0,3182,1,0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1220,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2.0,397.0,TA,TA,Y,100,16,0,0,0,0,0,0,0,0,8,2009,WD ,180000,4,3,2.0,16.0,8540,1,0,typical,townhouse_end_unit
1251,1316,902306130,70,RM,60.0,9600,1,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,1378,3,1,Gd,7,Typ,1,Gd,Detchd,1928.0,Unf,2.0,360.0,TA,TA,N,0,0,116,0,0,0,0,0,0,0,10,2008,WD ,161000,80,3,2.0,141.0,9646,1,0,typical,single_family
1252,244,905478190,20,RL,60.0,11100,1,0,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,0,0,0,0,0,GasA,Ex,Y,SBrkr,0,930,2,1,Gd,6,Typ,0,0,Detchd,1946.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,0,0,0,0,4,2010,WD ,84900,64,4,1.0,0.0,3720,1,0,typical,single_family
1253,152,535304060,190,RL,70.0,13587,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,GasA,TA,Y,SBrkr,0,988,2,1,TA,5,Typ,0,0,Attchd,1958.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,0,0,0,0,4,2010,WD ,119000,52,52,2.0,532.0,4940,1,0,typical,two_family_conversion
1254,1588,921201060,20,RL,85.0,11447,1,0,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1964,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,892.0,TA,TA,Y,0,265,0,0,0,0,0,0,0,0,6,2008,WD ,370000,3,2,3.5,1571.0,15712,1,0,typical,single_family
1255,2111,906392080,20,RL,64.0,7242,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1270,2,1,Gd,6,Typ,0,0,Attchd,2005.0,RFn,2.0,524.0,TA,TA,Y,0,96,0,0,0,0,0,0,0,0,7,2007,WD ,175900,2,1,2.0,0.0,8890,1,0,typical,single_family
1256,813,906226120,90,RL,64.0,7018,1,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,0,0,0,0,0,GasA,TA,Y,SBrkr,0,2240,6,2,TA,12,Typ,0,0,Detchd,1979.0,Unf,2.0,528.0,TA,TA,Y,154,0,0,0,0,0,0,0,0,0,6,2009,WD ,142953,30,30,2.0,0.0,11200,1,0,typical,duplex
1257,1854,533250190,120,RL,50.0,9466,1,0,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,0,1494,1,1,Gd,5,Typ,1,Gd,Attchd,1994.0,Fin,2.0,478.0,TA,TA,Y,0,30,0,0,217,0,0,0,0,0,5,2007,WD ,279700,13,12,2.5,1494.0,11952,1,0,typical,townhouse_end_unit
1258,2575,535152280,20,RL,70.0,8400,1,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,GasA,Gd,Y,SBrkr,0,1364,3,1,TA,6,Typ,1,Gd,Attchd,1957.0,RFn,1.0,331.0,TA,TA,Y,0,60,0,0,0,0,0,GdPrv,0,0,3,2006,WD ,132000,49,49,1.5,623.0,6820,1,0,typical,single_family
1259,867,907253130,60,RL,0.0,11050,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,2153,3,1,Ex,8,Typ,2,Ex,Attchd,2000.0,Fin,3.0,736.0,TA,TA,Y,253,142,0,0,0,0,0,0,0,0,5,2009,WD ,313000,9,9,3.5,904.0,19377,1,0,typical,single_family
1260,2879,911175360,50,C (all),60.0,11040,1,0,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,0,1336,3,1,TA,7,Typ,0,0,CarPort,1994.0,Unf,1.0,570.0,TA,TA,Y,0,47,120,0,0,0,0,0,0,0,9,2006,COD,108000,86,56,1.5,637.0,5344,1,0,typical,single_family
1261,1494,908128110,60,RL,60.0,6931,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1656,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,397.0,TA,TA,Y,178,128,0,0,0,0,0,0,0,0,7,2008,WD ,165400,5,4,2.5,0.0,11592,1,0,typical,single_family
1262,2771,907130110,60,RL,65.0,12438,1,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1499,3,1,Gd,6,Typ,1,TA,Attchd,1995.0,RFn,2.0,473.0,TA,TA,Y,413,91,0,0,0,0,0,0,0,0,8,2006,WD ,187000,11,11,2.5,0.0,8994,1,0,typical,single_family
1263,496,528321010,60,RL,174.0,15138,1,0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,2794,4,1,Ex,9,Typ,1,TA,Attchd,1995.0,Fin,3.0,810.0,TA,TA,Y,0,146,202,0,0,0,0,0,0,0,7,2009,WD ,403000,14,13,3.5,689.0,22352,1,0,typical,single_family
1264,1651,527327050,60,RL,0.0,12046,1,0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,0,2030,4,1,Gd,8,Typ,1,TA,Attchd,1976.0,Fin,2.0,551.0,TA,TA,Y,0,224,0,0,0,0,0,0,0,0,6,2007,WD ,195000,31,31,2.5,156.0,12180,1,0,typical,single_family
1265,1913,535105110,80,RL,100.0,9600,1,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961,1961,Hip,CompShg,WdShing,Wd Shng,BrkFace,291.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,0,1254,3,1,TA,6,Typ,1,Gd,Attchd,1961.0,RFn,2.0,525.0,TA,TA,Y,0,0,0,0,168,0,0,0,0,0,5,2007,WD ,158500,46,46,2.0,600.0,7524,1,0,typical,single_family
1266,2790,907251100,60,RL,90.0,11367,1,0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1989,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,586.0,TA,TA,Y,199,60,0,0,0,0,0,0,0,0,11,2006,WD ,255000,4,4,3.5,932.0,15912,1,0,typical,single_family
1267,1541,909428170,20,RL,56.0,26073,1,0,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,0,1898,3,1,TA,7,Typ,2,TA,Attchd,1956.0,Unf,2.0,484.0,TA,TA,Y,0,51,224,0,0,0,0,MnPrv,0,0,4,2008,WD ,236500,52,52,2.5,1116.0,9490,1,0,typical,single_family
1268,1684,527455250,20,RL,65.0,7150,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,0,988,3,1,TA,5,Typ,0,0,Detchd,1974.0,Unf,1.0,360.0,TA,TA,Y,0,0,0,0,0,0,0,0,0,0,11,2007,WD ,129250,41,41,2.0,725.0,4940,1,0,typical,single_family
1269,301,909475140,20,RL,100.0,15602,1,0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,1801,1,1,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2.0,484.0,TA,TA,Y,0,54,0,0,161,0,0,GdWo,0,0,3,2010,WD ,289000,51,13,3.0,1247.0,12607,1,0,typical,single_family
1270,1569,914476080,90,RL,76.0,10260,1,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,0,0,0,0,0,GasA,TA,Y,SBrkr,0,1872,4,2,TA,8,Typ,0,0,Attchd,1976.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,0,0,0,0,11,2008,WD ,100000,32,32,3.0,0.0,9360,1,0,typical,duplex
1271,2153,907275150,60,RL,0.0,12728,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,2439,4,1,Gd,7,Typ,1,TA,Attchd,2001.0,Fin,2.0,560.0,TA,TA,Y,184,121,0,0,0,0,0,0,0,0,1,2007,WD ,275000,6,6,3.5,1198.0,19512,1,0,typical,single_family
1272,1467,907265100,60,RL,96.0,11690,1,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,1764,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Unf,2.0,560.0,TA,TA,Y,120,29,0,0,0,0,0,0,0,0,6,2008,WD ,207000,9,8,2.5,0.0,14112,1,0,typical,single_family
1273,2540,534226060,20,RL,71.0,9230,1,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,0,1200,1,1,Gd,6,Typ,0,0,Detchd,1977.0,Unf,2.0,884.0,TA,TA,Y,0,64,0,0,0,0,0,MnPrv,0,0,10,2006,WD ,146000,41,8,2.5,661.0,6000,1,0,typical,single_family
1274,2368,527450460,160,RM,21.0,1890,1,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,1030,3,1,TA,6,Typ,0,0,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,0,0,0,0,7,2006,WD ,116000,34,34,1.5,282.0,6180,1,0,typical,townhouse_inside_unit
1275,874,907285020,60,RL,0.0,9375,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,2034,3,1,Gd,8,Typ,0,0,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,576,36,0,0,0,0,0,GdPrv,0,0,2,2009,WD ,219500,12,11,3.5,739.0,14238,1,0,typical,single_family
1276,463,528188020,120,RL,48.0,3480,1,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,1405,2,1,Gd,6,Typ,1,TA,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,148,36,0,0,0,0,0,0,0,0,11,2009,WD ,173000,6,6,2.0,0.0,9835,1,0,typical,townhouse_end_unit
1277,784,905377010,20,RL,0.0,17140,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,0,1229,3,1,TA,6,Typ,0,0,Attchd,1956.0,RFn,1.0,284.0,TA,TA,Y,0,0,0,0,0,0,0,0,0,0,4,2009,WD ,135000,53,53,1.0,1059.0,4916,1,0,typical,single_family
1278,2149,907260050,60,RL,70.0,8749,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1932,3,1,Gd,7,Typ,1,Gd,Attchd,2003.0,RFn,2.0,610.0,TA,TA,Y,0,120,0,0,0,0,0,0,0,0,6,2007,WD ,213000,4,4,3.5,654.0,13524,1,0,typical,single_family
1279,2069,905226130,20,RL,91.0,11375,1,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1954,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,1299,3,1,Gd,6,Typ,1,TA,Attchd,1954.0,Unf,2.0,494.0,TA,TA,Y,81,0,280,0,0,0,0,0,0,0,10,2007,WD ,150000,53,12,1.0,736.0,7794,1,0,typical,single_family
1280,1743,528228275,120,RL,53.0,3922,1,0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,1402,2,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,648.0,TA,TA,Y,120,16,0,0,0,0,0,0,0,0,2,2007,New,194201,1,0,2.0,0.0,9814,1,1,typical,townhouse_end_unit
1281,472,528228450,120,RL,43.0,3182,1,0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1504,1,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,457.0,TA,TA,Y,156,0,0,0,0,0,0,0,0,0,5,2009,WD ,181000,4,3,2.0,16.0,10528,1,0,typical,townhouse_end_unit
1282,1921,535154080,20,RL,75.0,9750,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,0,1442,4,1,TA,7,Typ,0,0,Attchd,1958.0,RFn,1.0,301.0,TA,TA,Y,0,0,275,0,0,0,0,0,Shed,500,4,2007,COD,157900,49,49,1.5,608.0,8652,1,0,typical,single_family
1283,2778,907187010,60,RL,72.0,13426,1,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,1779,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2.0,586.0,TA,TA,Y,208,107,0,0,0,0,0,0,0,0,9,2006,WD ,217000,7,6,3.5,894.0,12453,1,0,typical,single_family
